catid,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32,layer33,layer34,layer35,layer36,layer37,layer38,layer39,layer40
cat0809,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0810,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0811,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0812,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0813,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0814,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0815,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0816,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0817,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0818,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0819,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0820,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0821,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0822,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0823,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0824,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0825,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0826,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0827,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0828,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0829,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0830,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0831,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0832,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0833,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0834,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0835,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0836,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0837,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0838,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0839,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0840,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0841,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0842,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0843,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0844,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0845,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0846,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0847,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0848,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0849,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0850,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0851,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0852,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0853,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0854,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0855,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0856,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0857,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0858,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0859,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0860,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0861,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0862,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0863,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0864,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0865,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0866,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0867,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0868,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0869,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0870,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0871,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0872,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0873,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0874,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0875,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0876,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0877,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0878,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0879,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0880,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0881,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0882,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0883,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0884,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0885,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0886,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0887,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0888,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0889,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0890,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0891,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0892,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0893,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0894,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0895,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0896,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0897,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0898,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0899,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0900,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0901,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0902,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0903,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0904,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0905,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0906,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0907,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0908,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0909,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0910,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0911,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0912,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0913,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0914,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0915,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0916,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0917,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0918,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0919,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0920,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0921,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0922,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0923,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0924,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0925,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0926,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0927,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0928,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0929,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0930,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0931,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0932,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0933,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0934,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0935,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0936,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0937,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0938,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0939,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0940,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0941,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0942,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0943,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0944,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0945,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0946,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0947,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0948,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0949,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0950,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0951,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0952,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0953,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0954,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0955,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0956,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0957,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0958,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0959,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0960,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0961,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0962,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0963,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0964,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0965,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0966,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0967,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0968,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0969,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0970,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0971,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0972,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0973,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0974,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0975,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0976,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0977,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0978,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0979,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0980,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0981,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0982,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0983,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0984,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0985,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0986,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0987,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0988,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0989,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0990,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0991,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0992,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0993,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0994,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0995,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0996,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0997,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0998,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat0999,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1000,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1001,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1002,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1003,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1004,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1005,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1006,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1007,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1008,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1009,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1010,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1011,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1012,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1013,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1014,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1015,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1016,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1017,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1018,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1019,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1020,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1021,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1022,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1023,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1024,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1025,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1026,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1027,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1028,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1029,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1030,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1031,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1032,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1033,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1034,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1035,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1036,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1037,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1038,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1039,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1040,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1041,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1042,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1043,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1044,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1045,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1046,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1047,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1048,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1049,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1050,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1051,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1052,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1053,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1054,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1055,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1056,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1057,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1058,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1059,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1060,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1061,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1062,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1063,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1064,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1065,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1066,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1067,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1068,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1069,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1070,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1071,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1072,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1073,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1074,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1075,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1076,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1077,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1078,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1079,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1080,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1081,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1082,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1083,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1084,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1085,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1086,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1087,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1088,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1089,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1090,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1091,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1092,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1093,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1094,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1095,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1096,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1097,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1098,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1099,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1100,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1101,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1102,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
